海泉湾,海泉湾,113.124718,22.07821,113.117281,22.06439,113.127235,22.079965
园区服务,星旅学苑,113.123107,22.077566,113.1229,22.077503,113.123457,22.077725
园区服务,海泉湾汽车美容店,113.123947,22.07713,113.123781,22.076959,113.124167,22.077499
园区服务,海泉湾游览车售票处,113.122536,22.073634,113.12237,22.073559,113.122662,22.073794
园区服务,海泉湾行政中心,113.123246,22.074053,113.125802,22.071901,113.12697,22.072935
园区服务,晴天假日海洋温泉门票,113.127095,22.07245,113.126848,22.072081,113.127262,22.07278
园区服务,珠海华润银行海泉湾支行,113.121993,22.070741,113.121944,22.070532,113.122141,22.070959
园区服务,海泉湾门诊部,113.124032,22.068945,113.123817,22.068527,113.124369,22.069234
园区服务,海泉湾度假城东门,113.128434,22.072429,113.128281,22.072337,113.128569,22.072538
园区服务,海泉湾度假区入园岗亭,113.128717,22.072395,113.128631,22.072316,113.128896,22.072525
海泉湾维景国际大酒店,海泉湾维景国际大酒店,113.121566,22.07201,113.120385,22.065077,113.122438,22.072663
海泉湾维景国际大酒店,海泉湾客栈A座,113.125663,22.072751,113.125011,22.071822,113.126044,22.073396
海泉湾维景国际大酒店,天王星入口,113.120938,22.071939,113.120614,22.071826,113.121252,22.072048
海泉湾维景国际大酒店,海王星入口,113.121813,22.068125,113.121759,22.06812,113.122568,22.068388
渔人码头,海泉湾梦幻剧场,113.124001,22.071261,113.123799,22.071152,113.124773,22.071709
渔人码头,PK吧,113.123323,22.07139,113.123156,22.071265,113.123448,22.071466
渔人码头,海泉湾度假区演艺吧,113.123534,22.071357,113.123421,22.071248,113.123772,22.071474
渔人码头,海泉湾运动俱乐部,113.124432,22.06946,113.124374,22.069351,113.124764,22.069753
渔人码头,海泉湾健康体验中心,113.124091,22.069335,113.123875,22.069079,113.124311,22.06972
渔人码头,海泉湾便利店,113.121786,22.071453,113.121616,22.071332,113.12189,22.071616
渔人码头,海洋娱乐宫,113.122483,22.071319,113.122424,22.071152,113.122788,22.071884
渔人码头,粤湘情,113.122617,22.071219,113.122523,22.071097,113.122801,22.071353
渔人码头,海泉湾面馆,113.122303,22.071034,113.122195,22.070846,113.12246,22.071177
渔人码头,苏斯湾餐厅,113.123287,22.071516,113.123183,22.071445,113.123453,22.071591
渔人码头,精品商场,113.121854,22.071194,113.121768,22.070804,113.122195,22.07139
渔人码头,海泉之恋甜品屋,113.121975,22.071487,113.121876,22.071361,113.122128,22.071675
渔人码头,海泉湾高尔夫练习场,113.124162,22.078562,113.123152,22.0777,113.125393,22.079529
渔人码头,渔人码头西餐厅,113.123439,22.071968,113.123183,22.071809,113.123637,22.072291
渔人码头,海泉湾度假区体育吧,113.123574,22.071926,113.123457,22.071759,113.123763,22.072186
渔人码头,海泉湾度假区茶吧,113.123323,22.071654,113.123192,22.071575,113.123444,22.071822
神秘岛主题公园,神秘岛入口,113.12295,22.073743,113.122793,22.073463,113.123246,22.074053
神秘岛主题公园,勇敢使者,113.121885,22.076502,113.121782,22.076398,113.122029,22.07664
神秘岛主题公园,神秘剧场,113.122083,22.076347,113.121975,22.076272,113.1222,22.076477
神秘岛主题公园,海港餐厅,113.122559,22.075045,113.122474,22.074974,113.122671,22.075175
神秘岛主题公园,多功能会议室,113.12246,22.077633,113.122182,22.077536,113.122855,22.077821
神秘岛主题公园,试驾中心,113.118898,22.077218,113.11738,22.07682,113.120623,22.077842
神秘岛主题公园,起航之家,113.121926,22.077457,113.121692,22.077398,113.122411,22.077482
神秘岛主题公园,海泉湾拓展训练营,113.121912,22.077298,113.121382,22.077218,113.122779,22.077319
神秘岛主题公园,高空攀爬区,113.12034,22.076879,113.120237,22.07672,113.120596,22.077042
神秘岛主题公园,亲水拓展区,113.120156,22.076837,113.119985,22.076285,113.120241,22.076984
