世界之窗,世界之窗,113.979451,22.540134,113.974578,22.536316,113.982483,22.544595
出入口,世界之窗北门,113.981354,22.541419,113.981353,22.541418,113.981355,22.541420
出入口,世界之窗南门,113.978015,22.538056,113.978014,22.538055,113.978016,22.538057
出入口,世界之窗北侧门,113.978504,22.543005,113.978503,22.543004,113.978505,22.543006
美洲区,亚马逊丛林穿越 	,113.975222,22.542228,113.975027,22.542142,113.975431,22.542368
美洲区,巴西耶稣山,113.975258,22.541415, 113.975202,22.541383,113.975287,22.541471
美洲区,墨西哥巨石头像,113.975352,22.541281,113.975305,22.541245,113.975381,22.541329
美洲区,秘鲁那斯卡图线壁	,113.975554,22.541753,113.975476,22.541721, 113.975588,22.541796
美洲区,印加迷城攀岩		,113.975487,22.540664,113.975516,22.54064, 113.975566,22.540699
美洲区,墨西哥凝神武士像	,113.975806,22.54111,113.975777,22.541091, 113.975831,22.541133
美洲区,印第安射箭场		,113.976493,22.542295,113.976455,22.542276, 113.976513,22.54233
美洲区,印第安图腾柱		,113.976601,22.542195,113.976563,22.542176, 113.976621,22.542226
美洲区,印第安民居		,113.977041,22.541611,113.976909,22.541575,113.977025,22.541725
美洲区,巴西议会大厦		,113.97665,22.541265,113.976608,22.541249, 113.976666,22.541299
美洲区,美国自由女神像	,113.976233,22.541406,113.976194,22.541391,113.976257,22.54145
美洲区,美国白宫			,113.976592,22.54096,113.976549,22.540932, 113.976621,22.540991
美洲区,美国国会大厦		,113.976866,22.540797,113.976832,22.540774, 113.976886,22.540828
美洲区,美国林肯纪念堂	,113.976421,22.540714,113.976379,22.540694,113.976446,22.540753
美洲区,美国杰弗逊纪念堂	,113.976659,22.540626,113.976603,22.540598, 113.976693,22.540665
美洲区,美国总统山		,113.977041,22.54073,113.976998,22.540694,113.977066,22.540778
美洲区,科罗拉多峡谷漂流	,113.976628,22.539913,113.977066,22.540778, 113.976715,22.539985
美洲区,科罗拉多大峡谷	,113.977814,22.539529,113.976545,22.539864, 113.976702,22.539989
非洲区,金字塔探秘	,113.978092,22.539458,113.978005,22.539418, 113.978144,22.539526
非洲区,非洲民居		,113.978083,22.538869,113.978013,22.538829, 113.97813,22.538934
非洲区,埃及基萨金字塔群	,113.978901,22.539045,113.978849,22.539009, 113.978939,22.539113
非洲区,游览车金字塔站	,113.978743,22.53889,113.978678,22.53885,113.978817,22.538955
非洲区,埃及阿布辛伯勒神殿,113.978595,22.538323,113.97853,22.538279,113.978669,22.538408
欧洲区,格陵兰岛地心探险	,113.976273,22.539675,113.976212,22.539639, 113.976325,22.539735
欧洲区,玻璃凯旋门		,113.979561,22.542742,113.979523,22.542743,113.979581,22.542806
欧洲区,阿尔卑斯冰雪世界	,113.979161,22.540956,113.979042,22.540102, 113.979437,22.540949
欧洲区,凯撒宫			,113.980055,22.540785,113.979554,22.540715, 113.980241,22.541212
欧洲区,海神广场			,113.979754,22.540576,113.979711,22.540536, 113.979806,22.540628
欧洲区,罗马假日广场		,113.980217,22.540334,113.980165,22.540311, 113.980255,22.540382
欧洲区,意大利佛罗伦萨市政广场,113.979826,22.539466,113.979743,22.539434,113.979882,22.539518
欧洲区,希腊雅典卫城		,113.979462,22.539245,113.979352,22.539209, 113.979577,22.539313
欧洲区,法国巴黎凯旋门		,113.980333,22.539174,113.980192,22.539138, 113.980542,22.539372
欧洲区,意大利罗马斗兽场	,113.980333,22.539174,113.979527,22.538955, 113.979707,22.539034
欧洲区,法国四大洲喷泉	,113.980208,22.538782,113.980111,22.538779, 113.980349,22.53895
欧洲区,意大利西班牙大台阶	,113.97952,22.538569,113.979442,22.538516, 113.979648,22.538667
欧洲区,狂欢节广场		,113.980136,22.542362,113.980057,22.542347, 113.980349,22.542439
欧洲区,欧风街教堂		,113.98027,22.541907,113.980192,22.541842, 113.980614,22.541992
欧洲区,中艺艺廊			,113.979754,22.541415,113.979541,22.541337, 113.979801,22.541441
欧洲区,法国罗浮宫玻璃金字塔	,113.981575,22.542253,113.98153,22.542209, 113.981773,22.542259
欧洲区,法国埃菲尔铁塔	,113.980753,22.540071,113.980484,22.540035, 113.980978,22.540181
欧洲区,俄罗斯东宫		,113.981077,22.539845,113.980973,22.539791, 113.98118,22.539908
欧洲区,俄罗斯华西里伯拉仁诺教堂	,113.981153,22.53966,113.981104,22.539612, 113.981238,22.539703
欧洲区,英国伦敦塔桥		,113.981014,22.539539,113.980964,22.539503, 113.981072,22.539603
